Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
                0.00    0.00   40000/200017      void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [62]
[8]      0.0    0.00    0.00  200017         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [8]
-----------------------------------------------
                0.00    0.00  200000/200000      std::_List_node<int>::_M_valptr() [11]
[9]      0.0    0.00    0.00  200000         __gnu_cxx::__aligned_membuf<int>::_M_ptr() [9]
                0.00    0.00  200000/200000      __gnu_cxx::__aligned_membuf<int>::_M_addr() [10]
-----------------------------------------------
                0.00    0.00  200000/200000      __gnu_cxx::__aligned_membuf<int>::_M_ptr() [9]
[10]     0.0    0.00    0.00  200000         __gnu_cxx::__aligned_membuf<int>::_M_addr() [10]
-----------------------------------------------
                0.00    0.00   20000/200000      std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int>(int&&) [78]
                0.00    0.00   40000/200000      std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [66]
                0.00    0.00   60000/200000      std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [55]
                0.00    0.00   80000/200000      std::_List_iterator<int>::operator*() const [30]
[11]     0.0    0.00    0.00  200000         std::_List_node<int>::_M_valptr() [11]
                0.00    0.00  200000/200000      __gnu_cxx::__aligned_membuf<int>::_M_ptr() [9]
-----------------------------------------------
                0.00    0.00   80001/180002      std::__cxx11::list<int, std::allocator<int> >::end() [28]
                0.00    0.00  100001/180002      std::__cxx11::list<int, std::allocator<int> >::begin() [26]
[12]     0.0    0.00    0.00  180002         std::_List_iterator<int>::_List_iterator(std::__detail::_List_node_base*) [12]
-----------------------------------------------
                0.00    0.00   40000/140001      DFS1(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::__cxx11::list<int, std::allocator<int> >&) [117]
                0.00    0.00   40000/140001      DFS2(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [118]
                0.00    0.00   60001/140001      kosaraju(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [166]
[13]     0.0    0.00    0.00  140001         std::operator!=(std::_List_iterator<int> const&, std::_List_iterator<int> const&) [13]
-----------------------------------------------
                0.00    0.00       4/120006      std::_Bit_iterator::_Bit_iterator() [115]
                0.00    0.00  120002/120006      std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [15]
[14]     0.0    0.00    0.00  120006         std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [14]
-----------------------------------------------
                0.00    0.00       1/120002      std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [187]
                0.00    0.00  120001/120002      std::vector<bool, std::allocator<bool> >::begin() [18]
[15]     0.0    0.00    0.00  120002         std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [15]
                0.00    0.00  120002/120006      std::_Bit_iterator_base::_Bit_iterator_base(unsigned long*, unsigned int) [14]
-----------------------------------------------
                0.00    0.00  120001/120001      std::operator+(std::_Bit_iterator const&, long) [19]
[16]     0.0    0.00    0.00  120001         std::_Bit_iterator::operator+=(long) [16]
                0.00    0.00  120001/120001      std::_Bit_iterator_base::_M_incr(long) [17]
-----------------------------------------------
                0.00    0.00  120001/120001      std::_Bit_iterator::operator+=(long) [16]
[17]     0.0    0.00    0.00  120001         std::_Bit_iterator_base::_M_incr(long) [17]
-----------------------------------------------
                0.00    0.00       1/120001      kosaraju(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [166]
                0.00    0.00  120000/120001      std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [23]
[18]     0.0    0.00    0.00  120001         std::vector<bool, std::allocator<bool> >::begin() [18]
                0.00    0.00  120001/120002      std::_Bit_iterator::_Bit_iterator(unsigned long*, unsigned int) [15]
-----------------------------------------------
                0.00    0.00       1/120001      std::vector<bool, std::allocator<bool> >::_M_initialize(unsigned long) [187]
                0.00    0.00  120000/120001      std::_Bit_iterator::operator[](long) const [21]
[19]     0.0    0.00    0.00  120001         std::operator+(std::_Bit_iterator const&, long) [19]
                0.00    0.00  120001/120001      std::_Bit_iterator::operator+=(long) [16]
-----------------------------------------------
                0.00    0.00  120000/120000      std::_Bit_iterator::operator[](long) const [21]
[20]     0.0    0.00    0.00  120000         std::_Bit_iterator::operator*() const [20]
                0.00    0.00  120000/120000      std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [22]
-----------------------------------------------
                0.00    0.00  120000/120000      std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [23]
[21]     0.0    0.00    0.00  120000         std::_Bit_iterator::operator[](long) const [21]
                0.00    0.00  120000/120001      std::operator+(std::_Bit_iterator const&, long) [19]
                0.00    0.00  120000/120000      std::_Bit_iterator::operator*() const [20]
-----------------------------------------------
                0.00    0.00  120000/120000      std::_Bit_iterator::operator*() const [20]
[22]     0.0    0.00    0.00  120000         std::_Bit_reference::_Bit_reference(unsigned long*, unsigned long) [22]
-----------------------------------------------
                0.00    0.00   40000/120000      DFS1(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::__cxx11::list<int, std::allocator<int> >&) [117]
                0.00    0.00   40000/120000      DFS2(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [118]
                0.00    0.00   40000/120000      kosaraju(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [166]
[23]     0.0    0.00    0.00  120000         std::vector<bool, std::allocator<bool> >::operator[](unsigned long) [23]
                0.00    0.00  120000/120001      std::vector<bool, std::allocator<bool> >::begin() [18]
                0.00    0.00  120000/120000      std::_Bit_iterator::operator[](long) const [21]
-----------------------------------------------
                0.00    0.00   20000/120000      std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int>(int&&) [78]
                0.00    0.00   40000/120000      std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [66]
                0.00    0.00   60000/120000      std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [55]
[24]     0.0    0.00    0.00  120000         std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() [24]
-----------------------------------------------
                0.00    0.00   20000/120000      void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [72]
                0.00    0.00   20000/120000      void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int>(int*, int&&) [71]
                0.00    0.00   40000/120000      void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [62]
                0.00    0.00   40000/120000      void std::_Construct<std::__cxx11::list<int, std::allocator<int> >>(std::__cxx11::list<int, std::allocator<int> >*) [68]
[25]     0.0    0.00    0.00  120000         operator new(unsigned long, void*) [25]
-----------------------------------------------
                0.00    0.00   20000/100001      DFS1(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::__cxx11::list<int, std::allocator<int> >&) [117]
                0.00    0.00   20000/100001      DFS2(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [118]
                0.00    0.00   20001/100001      kosaraju(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [166]
                0.00    0.00   40000/100001      std::__cxx11::list<int, std::allocator<int> >::push_front(int const&) [65]
[26]     0.0    0.00    0.00  100001         std::__cxx11::list<int, std::allocator<int> >::begin() [26]
                0.00    0.00  100001/180002      std::_List_iterator<int>::_List_iterator(std::__detail::_List_node_base*) [12]
-----------------------------------------------
                0.00    0.00   20000/100000      DFS1(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::__cxx11::list<int, std::allocator<int> >&) [117]
                0.00    0.00   20000/100000      DFS2(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [118]
                0.00    0.00   20000/100000      main [6]
                0.00    0.00   40000/100000      kosaraju(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [166]
[27]     0.0    0.00    0.00  100000         std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >::operator[](unsigned long) [27]
-----------------------------------------------
                0.00    0.00   20000/80001       DFS1(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::__cxx11::list<int, std::allocator<int> >&) [117]
                0.00    0.00   20000/80001       DFS2(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [118]
                0.00    0.00   20000/80001       std::__cxx11::list<int, std::allocator<int> >::push_back(int&&) [80]
                0.00    0.00   20001/80001       kosaraju(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [166]
[28]     0.0    0.00    0.00   80001         std::__cxx11::list<int, std::allocator<int> >::end() [28]
                0.00    0.00   80001/180002      std::_List_iterator<int>::_List_iterator(std::__detail::_List_node_base*) [12]
-----------------------------------------------
                0.00    0.00   20000/80000       DFS1(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::__cxx11::list<int, std::allocator<int> >&) [117]
                0.00    0.00   20000/80000       DFS2(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [118]
                0.00    0.00   40000/80000       kosaraju(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [166]
[29]     0.0    0.00    0.00   80000         std::_Bit_reference::operator bool() const [29]
-----------------------------------------------
                0.00    0.00   20000/80000       DFS1(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::__cxx11::list<int, std::allocator<int> >&) [117]
                0.00    0.00   20000/80000       DFS2(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [118]
                0.00    0.00   40000/80000       kosaraju(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [166]
[30]     0.0    0.00    0.00   80000         std::_List_iterator<int>::operator*() const [30]
                0.00    0.00   80000/200000      std::_List_node<int>::_M_valptr() [11]
-----------------------------------------------
                0.00    0.00   20000/80000       DFS1(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::__cxx11::list<int, std::allocator<int> >&) [117]
                0.00    0.00   20000/80000       DFS2(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [118]
                0.00    0.00   40000/80000       kosaraju(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [166]
[31]     0.0    0.00    0.00   80000         std::_List_iterator<int>::operator++() [31]
-----------------------------------------------
                0.00    0.00   40000/80000       void std::_Destroy_aux<false>::__destroy<std::__cxx11::list<int, std::allocator<int> >*>(std::__cxx11::list<int, std::allocator<int> >*, std::__cxx11::list<int, std::allocator<int> >*) [131]
                0.00    0.00   40000/80000       std::__cxx11::list<int, std::allocator<int> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::__cxx11::list<int, std::allocator<int> >*, unsigned long>(std::__cxx11::list<int, std::allocator<int> >*, unsigned long) [151]
[32]     0.0    0.00    0.00   80000         std::__cxx11::list<int, std::allocator<int> >* std::__addressof<std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >&) [32]
-----------------------------------------------
                0.00    0.00   20000/80000       void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int>(std::_List_iterator<int>, int&&) [79]
                0.00    0.00   20000/80000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int>(int&&) [78]
                0.00    0.00   20000/80000       void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int>(std::allocator<std::_List_node<int> >&, int*, int&&) [75]
                0.00    0.00   20000/80000       void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int>(int*, int&&) [71]
[33]     0.0    0.00    0.00   80000         int&& std::forward<int>(std::remove_reference<int>::type&) [33]
-----------------------------------------------
                0.00    0.00   60000/60000       std::allocator_traits<std::allocator<std::_List_node<int> > >::deallocate(std::allocator<std::_List_node<int> >&, std::_List_node<int>*, unsigned long) [41]
[34]     0.0    0.00    0.00   60000         __gnu_cxx::new_allocator<std::_List_node<int> >::deallocate(std::_List_node<int>*, unsigned long) [34]
-----------------------------------------------
                0.00    0.00   60000/60000       void std::allocator_traits<std::allocator<std::_List_node<int> > >::destroy<int>(std::allocator<std::_List_node<int> >&, int*) [42]
[35]     0.0    0.00    0.00   60000         void __gnu_cxx::new_allocator<std::_List_node<int> >::destroy<int>(int*) [35]
-----------------------------------------------
                0.00    0.00   60000/60000       std::allocator_traits<std::allocator<std::_List_node<int> > >::allocate(std::allocator<std::_List_node<int> >&, unsigned long) [43]
[36]     0.0    0.00    0.00   60000         __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned long, void const*) [36]
                0.00    0.00   60000/60000       __gnu_cxx::new_allocator<std::_List_node<int> >::_M_max_size() const [37]
-----------------------------------------------
                0.00    0.00   60000/60000       __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned long, void const*) [36]
[37]     0.0    0.00    0.00   60000         __gnu_cxx::new_allocator<std::_List_node<int> >::_M_max_size() const [37]
-----------------------------------------------
                0.00    0.00   20000/60000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int>(int&&) [78]
                0.00    0.00   40000/60000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [66]
[38]     0.0    0.00    0.00   60000         std::__allocated_ptr<std::allocator<std::_List_node<int> > >::__allocated_ptr(std::allocator<std::_List_node<int> >&, std::_List_node<int>*) [38]
                0.00    0.00   60000/60000       std::allocator<std::_List_node<int> >* std::__addressof<std::allocator<std::_List_node<int> > >(std::allocator<std::_List_node<int> >&) [47]
-----------------------------------------------
                0.00    0.00   20000/60000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int>(int&&) [78]
                0.00    0.00   40000/60000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [66]
[39]     0.0    0.00    0.00   60000         std::__allocated_ptr<std::allocator<std::_List_node<int> > >::~__allocated_ptr() [39]
-----------------------------------------------
                0.00    0.00   20000/60000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int>(int&&) [78]
                0.00    0.00   40000/60000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [66]
[40]     0.0    0.00    0.00   60000         std::__allocated_ptr<std::allocator<std::_List_node<int> > >::operator=(decltype(nullptr)) [40]
-----------------------------------------------
                0.00    0.00   60000/60000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*) [46]
[41]     0.0    0.00    0.00   60000         std::allocator_traits<std::allocator<std::_List_node<int> > >::deallocate(std::allocator<std::_List_node<int> >&, std::_List_node<int>*, unsigned long) [41]
                0.00    0.00   60000/60000       __gnu_cxx::new_allocator<std::_List_node<int> >::deallocate(std::_List_node<int>*, unsigned long) [34]
-----------------------------------------------
                0.00    0.00   60000/60000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [55]
[42]     0.0    0.00    0.00   60000         void std::allocator_traits<std::allocator<std::_List_node<int> > >::destroy<int>(std::allocator<std::_List_node<int> >&, int*) [42]
                0.00    0.00   60000/60000       void __gnu_cxx::new_allocator<std::_List_node<int> >::destroy<int>(int*) [35]
-----------------------------------------------
                0.00    0.00   60000/60000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_node() [44]
[43]     0.0    0.00    0.00   60000         std::allocator_traits<std::allocator<std::_List_node<int> > >::allocate(std::allocator<std::_List_node<int> >&, unsigned long) [43]
                0.00    0.00   60000/60000       __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned long, void const*) [36]
-----------------------------------------------
                0.00    0.00   20000/60000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int>(int&&) [78]
                0.00    0.00   40000/60000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [66]
[44]     0.0    0.00    0.00   60000         std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_node() [44]
                0.00    0.00   60000/60000       std::allocator_traits<std::allocator<std::_List_node<int> > >::allocate(std::allocator<std::_List_node<int> >&, unsigned long) [43]
-----------------------------------------------
                0.00    0.00   20000/60000       void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int>(std::_List_iterator<int>, int&&) [79]
                0.00    0.00   40000/60000       void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [67]
[45]     0.0    0.00    0.00   60000         std::__cxx11::_List_base<int, std::allocator<int> >::_M_inc_size(unsigned long) [45]
-----------------------------------------------
                0.00    0.00   60000/60000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [55]
[46]     0.0    0.00    0.00   60000         std::__cxx11::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*) [46]
                0.00    0.00   60000/60000       std::allocator_traits<std::allocator<std::_List_node<int> > >::deallocate(std::allocator<std::_List_node<int> >&, std::_List_node<int>*, unsigned long) [41]
-----------------------------------------------
                0.00    0.00   60000/60000       std::__allocated_ptr<std::allocator<std::_List_node<int> > >::__allocated_ptr(std::allocator<std::_List_node<int> >&, std::_List_node<int>*) [38]
[47]     0.0    0.00    0.00   60000         std::allocator<std::_List_node<int> >* std::__addressof<std::allocator<std::_List_node<int> > >(std::allocator<std::_List_node<int> >&) [47]
-----------------------------------------------
                0.00    0.00      34/40072       void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [107]
                0.00    0.00      34/40072       __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [102]
                0.00    0.00   40004/40072       bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [70]
[48]     0.0    0.00    0.00   40072         __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [48]
-----------------------------------------------
                0.00    0.00   40001/40001       std::allocator<std::_List_node<int> >::allocator() [51]
[49]     0.0    0.00    0.00   40001         __gnu_cxx::new_allocator<std::_List_node<int> >::new_allocator() [49]
-----------------------------------------------
                0.00    0.00   40001/40001       std::allocator<std::_List_node<int> >::~allocator() [52]
[50]     0.0    0.00    0.00   40001         __gnu_cxx::new_allocator<std::_List_node<int> >::~new_allocator() [50]
-----------------------------------------------
                0.00    0.00   40001/40001       std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::_List_impl() [53]
[51]     0.0    0.00    0.00   40001         std::allocator<std::_List_node<int> >::allocator() [51]
                0.00    0.00   40001/40001       __gnu_cxx::new_allocator<std::_List_node<int> >::new_allocator() [49]
-----------------------------------------------
                0.00    0.00   40001/40001       std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl() [54]
[52]     0.0    0.00    0.00   40001         std::allocator<std::_List_node<int> >::~allocator() [52]
                0.00    0.00   40001/40001       __gnu_cxx::new_allocator<std::_List_node<int> >::~new_allocator() [50]
-----------------------------------------------
                0.00    0.00   40001/40001       std::__cxx11::_List_base<int, std::allocator<int> >::_List_base() [56]
[53]     0.0    0.00    0.00   40001         std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::_List_impl() [53]
                0.00    0.00   40001/40001       std::allocator<std::_List_node<int> >::allocator() [51]
                0.00    0.00   40001/40001       std::__detail::_List_node_header::_List_node_header() [61]
-----------------------------------------------
                0.00    0.00   40001/40001       std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base() [57]
[54]     0.0    0.00    0.00   40001         std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl() [54]
                0.00    0.00   40001/40001       std::allocator<std::_List_node<int> >::~allocator() [52]
-----------------------------------------------
                0.00    0.00   40001/40001       std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base() [57]
[55]     0.0    0.00    0.00   40001         std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [55]
                0.00    0.00   60000/200000      std::_List_node<int>::_M_valptr() [11]
                0.00    0.00   60000/120000      std::__cxx11::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() [24]
                0.00    0.00   60000/60000       void std::allocator_traits<std::allocator<std::_List_node<int> > >::destroy<int>(std::allocator<std::_List_node<int> >&, int*) [42]
                0.00    0.00   60000/60000       std::__cxx11::_List_base<int, std::allocator<int> >::_M_put_node(std::_List_node<int>*) [46]
-----------------------------------------------
                0.00    0.00   40001/40001       std::__cxx11::list<int, std::allocator<int> >::list() [58]
[56]     0.0    0.00    0.00   40001         std::__cxx11::_List_base<int, std::allocator<int> >::_List_base() [56]
                0.00    0.00   40001/40001       std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::_List_impl() [53]
-----------------------------------------------
                0.00    0.00   40001/40001       std::__cxx11::list<int, std::allocator<int> >::~list() [59]
[57]     0.0    0.00    0.00   40001         std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base() [57]
                0.00    0.00   40001/40001       std::__cxx11::_List_base<int, std::allocator<int> >::_M_clear() [55]
                0.00    0.00   40001/40001       std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl() [54]
-----------------------------------------------
                0.00    0.00       1/40001       kosaraju(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [166]
                0.00    0.00   40000/40001       void std::_Construct<std::__cxx11::list<int, std::allocator<int> >>(std::__cxx11::list<int, std::allocator<int> >*) [68]
[58]     0.0    0.00    0.00   40001         std::__cxx11::list<int, std::allocator<int> >::list() [58]
                0.00    0.00   40001/40001       std::__cxx11::_List_base<int, std::allocator<int> >::_List_base() [56]
-----------------------------------------------
                0.00    0.00       1/40001       kosaraju(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [166]
                0.00    0.00   40000/40001       void std::_Destroy<std::__cxx11::list<int, std::allocator<int> > >(std::__cxx11::list<int, std::allocator<int> >*) [69]
[59]     0.0    0.00    0.00   40001         std::__cxx11::list<int, std::allocator<int> >::~list() [59]
                0.00    0.00   40001/40001       std::__cxx11::_List_base<int, std::allocator<int> >::~_List_base() [57]
-----------------------------------------------
                0.00    0.00   40001/40001       std::__detail::_List_node_header::_List_node_header() [61]
[60]     0.0    0.00    0.00   40001         std::__detail::_List_node_header::_M_init() [60]
-----------------------------------------------
                0.00    0.00   40001/40001       std::__cxx11::_List_base<int, std::allocator<int> >::_List_impl::_List_impl() [53]
[61]     0.0    0.00    0.00   40001         std::__detail::_List_node_header::_List_node_header() [61]
                0.00    0.00   40001/40001       std::__detail::_List_node_header::_M_init() [60]
-----------------------------------------------
                0.00    0.00   40000/40000       void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int const&>(std::allocator<std::_List_node<int> >&, int*, int const&) [64]
[62]     0.0    0.00    0.00   40000         void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [62]
                0.00    0.00   40000/200017      int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [8]
                0.00    0.00   40000/120000      operator new(unsigned long, void*) [25]
-----------------------------------------------
                0.00    0.00   20000/40000       DFS1(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::__cxx11::list<int, std::allocator<int> >&) [117]
                0.00    0.00   20000/40000       DFS2(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::vector<int, std::allocator<int> >&) [118]
[63]     0.0    0.00    0.00   40000         std::_Bit_reference::operator=(bool) [63]
-----------------------------------------------
                0.00    0.00   40000/40000       std::_List_node<int>* std::__cxx11::list<int, std::allocator<int> >::_M_create_node<int const&>(int const&) [66]
[64]     0.0    0.00    0.00   40000         void std::allocator_traits<std::allocator<std::_List_node<int> > >::construct<int, int const&>(std::allocator<std::_List_node<int> >&, int*, int const&) [64]
                0.00    0.00   40000/200017      int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [8]
                0.00    0.00   40000/40000       void __gnu_cxx::new_allocator<std::_List_node<int> >::construct<int, int const&>(int*, int const&) [62]
-----------------------------------------------
                0.00    0.00   20000/40000       DFS1(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&, std::vector<bool, std::allocator<bool> >&, std::__cxx11::list<int, std::allocator<int> >&) [117]
                0.00    0.00   20000/40000       kosaraju(int, std::vector<std::__cxx11::list<int, std::allocator<int> >, std::allocator<std::__cxx11::list<int, std::allocator<int> > > >&) [166]
[65]     0.0    0.00    0.00   40000         std::__cxx11::list<int, std::allocator<int> >::push_front(int const&) [65]
                0.00    0.00   40000/100001      std::__cxx11::list<int, std::allocator<int> >::begin() [26]
                0.00    0.00   40000/40000       void std::__cxx11::list<int, std::allocator<int> >::_M_insert<int const&>(std::_List_iterator<int>, int const&) [67]
-----------------------------------------------
